url,static_inbound_links,static_outbound_internal_links,in_sitemap,in_tools_data,classification
/tools/compression/compress-png-to-500kb/,0,3,yes,no,orphan
/tools/compression/compress-png-to-50kb/,0,3,yes,no,orphan
/tools/compression/compress-png-to-5kb/,0,4,yes,no,orphan
/tools/compression/compress-png-to-60kb/,0,3,yes,no,orphan
/tools/compression/compress-png-to-70kb/,0,3,yes,no,orphan
/tools/compression/compress-png-to-80kb/,0,3,yes,no,orphan
/tools/compression/compress-png-to-90kb/,0,4,yes,no,orphan
/tools/compression/compress-png-to-jpg-online/,0,3,yes,no,orphan
/tools/compression/compress-png-without-losing-quality/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-100kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-10kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-120kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-150kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-15kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-180kb/,0,4,yes,no,orphan
/tools/compression/compress-webp-to-200kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-20kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-250kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-25kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-300kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-30kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-35kb/,0,4,yes,no,orphan
/tools/compression/compress-webp-to-400kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-40kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-45kb/,0,4,yes,no,orphan
/tools/compression/compress-webp-to-500kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-50kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-5kb/,0,4,yes,no,orphan
/tools/compression/compress-webp-to-60kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-70kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-80kb/,0,3,yes,no,orphan
/tools/compression/compress-webp-to-90kb/,0,4,yes,no,orphan
/tools/compression/demo-premium/,0,0,yes,no,orphan
/tools/compression/image-compression-online/,0,3,yes,no,orphan
/tools/compression/jpeg-compressor/,0,0,yes,no,orphan
/tools/compression/optimize-image/,46,5,yes,no,linked
/tools/compression/reduce-image-size/,2,5,yes,no,weak
/tools/compression/reduce-jpg-size/,23,5,yes,no,linked
/tools/compression/reduce-photo-file-size/,0,3,yes,no,orphan
/tools/compression/reduce-photo-size-online/,0,3,yes,no,orphan
/tools/compression/reduce-png-size/,7,4,yes,no,linked
/tools/conversion/avif-to-bmp/,1,3,yes,no,weak
/tools/conversion/avif-to-gif/,1,3,yes,no,weak
/tools/conversion/avif-to-jpg/,1,3,yes,no,weak
/tools/conversion/avif-to-png/,1,3,yes,no,weak
/tools/conversion/avif-to-tiff/,1,3,yes,no,weak
/tools/conversion/avif-to-webp/,1,3,yes,no,weak
/tools/conversion/bmp-to-avif/,1,3,yes,no,weak
/tools/conversion/bmp-to-gif/,1,3,yes,no,weak
/tools/conversion/bmp-to-jpg/,2,5,yes,no,weak
/tools/conversion/bmp-to-png/,1,3,yes,no,weak
/tools/conversion/bmp-to-tiff/,1,3,yes,no,weak
/tools/conversion/bmp-to-webp/,1,3,yes,no,weak
/tools/conversion/convert-avif-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-avif-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-avif-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-avif-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-avif-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-avif-to-png/,1,4,yes,no,weak
/tools/conversion/convert-avif-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-avif-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-avif-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-png/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-bmp-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-png/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-gif-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-png/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-heic-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-png/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-ico-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-png/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-jpeg-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-png/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-jpg-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-png-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-png-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-png-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-png-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-png-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-png-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-png-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-png-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-png-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-png-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-png/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-tiff/,1,4,yes,no,weak
/tools/conversion/convert-svg-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-png/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-tiff-to-webp/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-avif/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-bmp/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-gif/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-heic/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-ico/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-jpeg/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-jpg/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-png/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-svg/,1,4,yes,no,weak
/tools/conversion/convert-webp-to-tiff/,1,4,yes,no,weak
/tools/conversion/gif-to-avif/,1,3,yes,no,weak
/tools/conversion/gif-to-bmp/,1,3,yes,no,weak
/tools/conversion/gif-to-jpg/,1,4,yes,no,weak
/tools/conversion/gif-to-png/,1,3,yes,no,weak
/tools/conversion/gif-to-tiff/,1,3,yes,no,weak
/tools/conversion/gif-to-webp/,1,3,yes,no,weak
/tools/conversion/heic-to-jpg/,17,5,yes,no,linked
/tools/conversion/heic-to-pdf/,0,3,yes,no,orphan
/tools/conversion/heic-to-png/,3,5,yes,no,linked
/tools/conversion/heic-to-webp/,0,3,yes,no,orphan
/tools/conversion/ico-converter/,0,4,yes,no,orphan
/tools/conversion/image-to-pdf/,2,4,yes,no,weak
/tools/conversion/jpeg-to-png/,0,5,yes,no,orphan
/tools/conversion/jpg-to-avif/,1,3,yes,no,weak
/tools/conversion/jpg-to-bmp/,0,3,yes,no,orphan
/tools/conversion/jpg-to-gif/,0,3,yes,no,orphan
/tools/conversion/jpg-to-png/,15,5,yes,no,linked
/tools/conversion/jpg-to-tiff/,0,3,yes,no,orphan
/tools/conversion/jpg-to-webp/,40,5,yes,no,linked
/tools/conversion/pdf-to-image/,2,5,yes,no,weak
/tools/conversion/png-to-avif/,1,3,yes,no,weak
/tools/conversion/png-to-bmp/,1,3,yes,no,weak
/tools/conversion/png-to-gif/,1,3,yes,no,weak
/tools/conversion/png-to-jpg/,6,5,yes,no,linked
/tools/conversion/png-to-tiff/,1,3,yes,no,weak
/tools/conversion/png-to-webp/,11,5,yes,no,linked
/tools/conversion/svg-to-png/,1,4,yes,no,weak
/tools/conversion/tiff-to-avif/,1,3,yes,no,weak
/tools/conversion/tiff-to-bmp/,1,3,yes,no,weak
/tools/conversion/tiff-to-gif/,1,3,yes,no,weak
/tools/conversion/tiff-to-jpg/,1,5,yes,no,weak
/tools/conversion/tiff-to-png/,1,3,yes,no,weak
/tools/conversion/tiff-to-webp/,1,3,yes,no,weak
/tools/conversion/webp-to-avif/,1,3,yes,no,weak
/tools/conversion/webp-to-bmp/,1,3,yes,no,weak
/tools/conversion/webp-to-gif/,1,3,yes,no,weak
/tools/conversion/webp-to-jpg/,4,5,yes,no,linked
/tools/conversion/webp-to-png/,7,5,yes,no,linked
/tools/conversion/webp-to-tiff/,1,3,yes,no,weak
/tools/editor/add-border-to-image/,2,4,yes,no,weak
/tools/editor/add-image-shadow/,0,5,yes,no,orphan
/tools/editor/add-text-overlay/,0,4,yes,no,orphan
/tools/editor/add-text-to-image/,9,5,yes,no,linked
/tools/editor/add-watermark/,9,4,yes,no,linked
/tools/editor/adjust-brightness/,14,5,yes,no,linked
/tools/editor/adjust-contrast/,10,5,yes,no,linked
/tools/editor/adjust-saturation/,5,5,yes,no,linked
/tools/editor/blur-image/,2,5,yes,no,weak
/tools/editor/crop-image/,38,5,yes,no,linked
/tools/editor/flip-image-horizontal/,0,4,yes,no,orphan
/tools/editor/flip-image-vertical/,0,5,yes,no,orphan
/tools/editor/flip-image/,4,5,yes,no,linked
/tools/editor/image-noise-reducer/,0,4,yes,no,orphan
/tools/editor/image-pixelate/,0,5,yes,no,orphan
/tools/editor/image-to-grayscale/,2,4,yes,no,weak
/tools/editor/image-vignette/,0,4,yes,no,orphan
/tools/editor/invert-image-colors/,0,4,yes,no,orphan
/tools/editor/meme-generator/,1,4,yes,no,weak
/tools/editor/rotate-image-90/,0,4,yes,no,orphan
/tools/editor/rotate-image/,6,5,yes,no,linked
/tools/editor/round-image-corners/,1,4,yes,no,weak
/tools/editor/sepia-filter/,2,4,yes,no,weak
/tools/editor/sharpen-image/,8,5,yes,no,linked
/tools/international/address-formatter/,1,0,no,no,weak
/tools/international/age-calculator/,1,1,no,no,weak
/tools/international/currency-converter/,1,0,no,no,weak
/tools/international/holiday-calendar/,1,0,no,no,weak
/tools/international/packing-list-generator/,1,0,no,no,weak
/tools/international/paper-size-converter/,1,0,no,no,weak
/tools/international/passport-photo-resizer/,1,0,no,no,weak
/tools/international/phone-code-finder/,1,0,no,no,weak
/tools/international/qr-generator/,1,1,no,no,weak
/tools/international/script-detector/,1,0,no,no,weak
/tools/international/timezone-planner/,1,0,no,no,weak
/tools/international/tip-calculator/,1,1,no,no,weak
/tools/international/unit-converter/,1,0,no,no,weak
/tools/international/vat-calculator/,1,0,no,no,weak
/tools/international/world-clock/,1,1,no,no,weak
/tools/pdf-tools/jpg-to-pdf/,1,0,yes,no,weak
/tools/pdf-tools/pdf-compress/,1,1,yes,no,weak
/tools/pdf-tools/pdf-merge/,1,4,yes,no,weak
/tools/pdf-tools/pdf-rotate/,0,0,yes,no,orphan
/tools/pdf-tools/pdf-split/,0,0,yes,no,orphan
/tools/pdf-tools/pdf-to-jpg/,2,0,yes,no,weak
/tools/pdf-tools/pdf-to-png/,0,0,yes,no,orphan
/tools/pdf-tools/pdf-to-word/,0,0,yes,no,orphan
/tools/pdf-tools/pdf-watermark/,0,0,yes,no,orphan
/tools/pdf-tools/png-to-pdf/,0,0,yes,no,orphan
/tools/resize/crop-image-16-9/,0,4,yes,no,orphan
/tools/resize/crop-image-4-3/,0,4,yes,no,orphan
/tools/resize/crop-image-to-square/,0,4,yes,no,orphan
/tools/resize/resize-image-by-percentage/,3,5,yes,no,linked
/tools/resize/resize-image-by-pixels/,38,5,yes,no,linked
/tools/resize/resize-image-for-4k-wallpaper/,0,3,yes,no,orphan
/tools/resize/resize-image-for-amazon/,0,4,yes,no,orphan
/tools/resize/resize-image-for-android-wallpaper/,0,3,yes,no,orphan
/tools/resize/resize-image-for-app-icon/,0,4,yes,no,orphan
/tools/resize/resize-image-for-banner/,0,4,yes,no,orphan
/tools/resize/resize-image-for-blog/,0,4,yes,no,orphan
/tools/resize/resize-image-for-chromebook/,0,3,yes,no,orphan
/tools/resize/resize-image-for-cv/,0,4,yes,no,orphan
/tools/resize/resize-image-for-desktop-wallpaper/,0,3,yes,no,orphan
/tools/resize/resize-image-for-discord-avatar/,0,3,yes,no,orphan
/tools/resize/resize-image-for-discord-banner/,0,3,yes,no,orphan
/tools/resize/resize-image-for-ebay/,0,4,yes,no,orphan
/tools/resize/resize-image-for-email-signature/,0,4,yes,no,orphan
/tools/resize/resize-image-for-etsy/,0,4,yes,no,orphan
/tools/resize/resize-image-for-facebook-1200x630/,0,4,yes,no,orphan
/tools/resize/resize-image-for-facebook-170x170/,0,4,yes,no,orphan
/tools/resize/resize-image-for-facebook-1920x1005/,0,4,yes,no,orphan
/tools/resize/resize-image-for-facebook-820x312/,0,4,yes,no,orphan
/tools/resize/resize-image-for-facebook-cover-photo/,0,3,yes,no,orphan
/tools/resize/resize-image-for-facebook-post/,0,3,yes,no,orphan
/tools/resize/resize-image-for-facebook-profile/,0,3,yes,no,orphan
/tools/resize/resize-image-for-facebook-story/,0,3,yes,no,orphan
/tools/resize/resize-image-for-facebook/,7,5,yes,no,linked
/tools/resize/resize-image-for-favicon/,0,4,yes,no,orphan
/tools/resize/resize-image-for-google-meet/,0,4,yes,no,orphan
/tools/resize/resize-image-for-id-card/,0,4,yes,no,orphan
/tools/resize/resize-image-for-instagram-1080x1080/,0,4,yes,no,orphan
/tools/resize/resize-image-for-instagram-1080x1350/,0,4,yes,no,orphan
/tools/resize/resize-image-for-instagram-1080x1920/,0,4,yes,no,orphan
/tools/resize/resize-image-for-instagram-1080x566/,0,4,yes,no,orphan
/tools/resize/resize-image-for-instagram-320x320/,0,4,yes,no,orphan
/tools/resize/resize-image-for-instagram-landscape/,0,3,yes,no,orphan
/tools/resize/resize-image-for-instagram-portrait/,0,3,yes,no,orphan
/tools/resize/resize-image-for-instagram-post/,1,3,yes,no,weak
/tools/resize/resize-image-for-instagram-profile/,0,3,yes,no,orphan
/tools/resize/resize-image-for-instagram-story/,1,3,yes,no,weak
/tools/resize/resize-image-for-instagram/,24,5,yes,no,linked
/tools/resize/resize-image-for-ipad-wallpaper/,0,3,yes,no,orphan
/tools/resize/resize-image-for-iphone-14-pro/,0,3,yes,no,orphan
/tools/resize/resize-image-for-iphone-15/,0,3,yes,no,orphan
/tools/resize/resize-image-for-iphone-wallpaper/,0,3,yes,no,orphan
/tools/resize/resize-image-for-linkedin-1200x627/,0,4,yes,no,orphan
/tools/resize/resize-image-for-linkedin-1584x396/,0,4,yes,no,orphan
/tools/resize/resize-image-for-linkedin-400x400/,0,4,yes,no,orphan
/tools/resize/resize-image-for-linkedin-banner/,0,3,yes,no,orphan
/tools/resize/resize-image-for-linkedin-post/,0,3,yes,no,orphan
/tools/resize/resize-image-for-linkedin-profile/,0,3,yes,no,orphan
/tools/resize/resize-image-for-linkedin/,5,5,yes,no,linked
/tools/resize/resize-image-for-macbook-wallpaper/,0,3,yes,no,orphan
/tools/resize/resize-image-for-pinterest-1000x1000/,0,4,yes,no,orphan
/tools/resize/resize-image-for-pinterest-1000x1500/,0,4,yes,no,orphan
/tools/resize/resize-image-for-pinterest-1000x3000/,0,4,yes,no,orphan
/tools/resize/resize-image-for-pinterest-165x165/,0,4,yes,no,orphan
/tools/resize/resize-image-for-pinterest-infographic/,0,3,yes,no,orphan
/tools/resize/resize-image-for-pinterest-pin/,0,3,yes,no,orphan
/tools/resize/resize-image-for-pinterest-square/,0,3,yes,no,orphan
